user_1,user_2,relationship,closeness
0,998,neighbor,0.30933480661250057
998,0,partner,0.30933480661250057
0,5,friend,0.7818960372146155
5,0,friend,0.7818960372146155
0,6,child,0.9
6,0,parent,0.9
0,145,friend,0.8431813737314924
145,0,friend,0.8431813737314924
0,560,neighbor,0.08445750898187898
560,0,neighbor,0.08445750898187898
0,552,friend,0.8879164506324594
552,0,friend,0.8879164506324594
0,577,acquaintance,0.4783221921488396
577,0,acquaintance,0.4783221921488396
0,276,child,0.9
276,0,parent,0.9
0,43,colleague,0.6
43,0,colleague,0.6
0,31,colleague,0.6
31,0,colleague,0.6
0,125,client,0.1899605145983751
125,0,acquaintance,0.1899605145983751
0,286,child,0.9
286,0,parent,0.9
0,776,acquaintance,0.0252781889820492
776,0,acquaintance,0.0252781889820492
0,389,neighbor,0.41237412271285556
389,0,neighbor,0.41237412271285556
0,749,friend,0.9747863260733077
749,0,friend,0.9747863260733077
0,460,friend,0.6610145079016312
460,0,friend,0.6610145079016312
0,563,friend,0.5187313733983259
563,0,friend,0.5187313733983259
0,150,colleague,0.6
150,0,colleague,0.6
0,731,friend,0.7922503830047586
731,0,friend,0.7922503830047586
1,994,acquaintance,0.355511147568926
994,1,neighbor,0.355511147568926
1,654,child,0.9
654,1,parent,0.9
1,711,father,0.9
711,1,child,0.9
1,341,colleague,0.6
341,1,colleague,0.6
1,272,child,0.9
272,1,parent,0.9
1,928,friend,0.6114070018977423
928,1,friend,0.6114070018977423
1,70,partner,0.42458165939212805
70,1,partner,0.42458165939212805
1,271,client,0.4855460839494951
271,1,acquaintance,0.4855460839494951
1,372,friend,0.6473574963848467
372,1,friend,0.6473574963848467
1,380,friend,0.5821145940876314
380,1,friend,0.5821145940876314
1,802,client,0.4465344022926448
802,1,neighbor,0.4465344022926448
1,805,father,0.9
805,1,child,0.9
1,503,colleague,0.6
503,1,colleague,0.6
1,449,friend,0.620125228410998
449,1,friend,0.620125228410998
1,524,acquaintance,0.21559937019157666
524,1,acquaintance,0.21559937019157666
1,161,friend,0.7364057810552791
161,1,friend,0.7364057810552791
1,43,client,0.032512950507511074
43,1,partner,0.032512950507511074
1,773,friend,0.9483897084757077
773,1,friend,0.9483897084757077
2,3,friend,0.9740342412507921
3,2,friend,0.9740342412507921
2,999,friend,0.9181975881032687
999,2,friend,0.9181975881032687
2,6,partner,0.26958131035674415
6,2,client,0.26958131035674415
2,996,father,0.9
996,2,child,0.9
2,10,colleague,0.6
10,2,colleague,0.6
2,11,friend,0.7853273474335979
11,2,friend,0.7853273474335979
2,554,friend,0.8379537378509498
554,2,friend,0.8379537378509498
2,695,parent,0.9
695,2,child,0.9
2,780,client,0.4387937542772022
780,2,neighbor,0.4387937542772022
2,153,neighbor,0.3975953672319716
153,2,client,0.3975953672319716
2,226,parent,0.9
226,2,child,0.9
2,650,father,0.9
650,2,child,0.9
2,900,parent,0.9
900,2,child,0.9
2,607,neighbor,0.032408495519520075
607,2,client,0.032408495519520075
2,69,parent,0.9
69,2,child,0.9
2,566,parent,0.9
566,2,child,0.9
2,953,partner,0.032807130718761124
953,2,client,0.032807130718761124
2,252,partner,0.04017753215047282
252,2,client,0.04017753215047282
2,617,client,0.3023182039111743
617,2,neighbor,0.3023182039111743
2,111,acquaintance,0.05461977187894729
111,2,partner,0.05461977187894729
2,390,parent,0.9
390,2,child,0.9
2,452,acquaintance,0.41904995442105253
452,2,neighbor,0.41904995442105253
2,605,partner,0.015664444783911546
605,2,neighbor,0.015664444783911546
3,8,acquaintance,0.4652497224922226
8,3,partner,0.4652497224922226
3,998,friend,0.8694347694820312
998,3,friend,0.8694347694820312
3,785,friend,0.7583977005796294
785,3,friend,0.7583977005796294
3,877,neighbor,0.23469554206828708
877,3,neighbor,0.23469554206828708
3,382,friend,0.9729083994323097
382,3,friend,0.9729083994323097
3,819,partner,0.4111790983374438
819,3,partner,0.4111790983374438
3,255,friend,0.5244536041062475
255,3,friend,0.5244536041062475
3,139,acquaintance,0.3165943427676733
139,3,neighbor,0.3165943427676733
3,704,acquaintance,0.45857498229715166
704,3,acquaintance,0.45857498229715166
3,594,friend,0.9233217538821641
594,3,friend,0.9233217538821641
3,299,partner,0.29394680474373275
299,3,partner,0.29394680474373275
3,763,neighbor,0.11465863030462142
763,3,acquaintance,0.11465863030462142
3,533,colleague,0.6
533,3,colleague,0.6
3,5,friend,0.9434353980288477
5,3,friend,0.9434353980288477
3,304,acquaintance,0.41040913805647394
304,3,client,0.41040913805647394
3,419,friend,0.5023560454390421
419,3,friend,0.5023560454390421
3,726,friend,0.72292878734656
726,3,friend,0.72292878734656
3,848,friend,0.7542662225712342
848,3,friend,0.7542662225712342
3,632,client,0.18717541228636336
632,3,client,0.18717541228636336
3,908,friend,0.7898263612241607
908,3,friend,0.7898263612241607
3,525,neighbor,0.49452207735963344
525,3,acquaintance,0.49452207735963344
4,999,friend,0.6566020700804187
999,4,friend,0.6566020700804187
4,997,friend,0.8169958465369405
997,4,friend,0.8169958465369405
4,12,child,0.9
12,4,parent,0.9
4,996,acquaintance,0.3532423816808369
996,4,neighbor,0.3532423816808369
4,469,friend,0.9703440963780786
469,4,friend,0.9703440963780786
4,213,friend,0.7436434090810217
213,4,friend,0.7436434090810217
4,799,partner,0.4454600477090561
799,4,partner,0.4454600477090561
4,455,friend,0.675367067940418
455,4,friend,0.675367067940418
4,674,client,0.39703742414208715
674,4,neighbor,0.39703742414208715
4,516,acquaintance,0.3855379475113369
516,4,partner,0.3855379475113369
4,97,client,0.28201110779852706
97,4,acquaintance,0.28201110779852706
4,403,neighbor,0.09245359612583742
403,4,acquaintance,0.09245359612583742
4,877,friend,0.7004972473977618
877,4,friend,0.7004972473977618
4,631,friend,0.9285121063886934
631,4,friend,0.9285121063886934
4,560,neighbor,0.07344603693386392
560,4,acquaintance,0.07344603693386392
5,7,friend,0.692709550570929
7,5,friend,0.692709550570929
5,10,friend,0.8010191075608828
10,5,friend,0.8010191075608828
5,999,child,0.9
999,5,parent,0.9
5,997,mother,0.9
997,5,child,0.9
5,859,friend,0.98878180875664
859,5,friend,0.98878180875664
5,6,child,0.9
6,5,parent,0.9
5,177,friend,0.858043241954736
177,5,friend,0.858043241954736
5,797,friend,0.9945696691638987
797,5,friend,0.9945696691638987
5,923,friend,0.7233625511210463
923,5,friend,0.7233625511210463
5,641,friend,0.991579562705335
641,5,friend,0.991579562705335
5,929,friend,0.5722866753892952
929,5,friend,0.5722866753892952
5,460,neighbor,0.012285998001601128
460,5,acquaintance,0.012285998001601128
5,420,friend,0.8996441012864972
420,5,friend,0.8996441012864972
5,961,friend,0.6653233185430678
961,5,friend,0.6653233185430678
5,963,partner,0.43222621104277736
963,5,neighbor,0.43222621104277736
5,657,friend,0.5109256101280949
657,5,friend,0.5109256101280949
6,8,father,0.9
8,6,child,0.9
6,968,parent,0.9
968,6,child,0.9
6,288,parent,0.9
288,6,child,0.9
6,887,father,0.9
887,6,child,0.9
6,410,father,0.9
410,6,child,0.9
6,749,parent,0.9
749,6,child,0.9
6,608,acquaintance,0.21436662728693007
608,6,neighbor,0.21436662728693007
6,50,client,0.2268110832189501
50,6,client,0.2268110832189501
6,670,friend,0.900923002292277
670,6,friend,0.900923002292277
6,357,colleague,0.6
357,6,colleague,0.6
6,189,friend,0.736732337432624
189,6,friend,0.736732337432624
6,698,friend,0.6820796417339536
698,6,friend,0.6820796417339536
6,513,friend,0.880378758958338
513,6,friend,0.880378758958338
6,598,father,0.9
598,6,child,0.9
6,605,neighbor,0.03236395171755574
605,6,partner,0.03236395171755574
6,794,father,0.9
794,6,child,0.9
6,441,client,0.21971734495303347
441,6,neighbor,0.21971734495303347
7,9,acquaintance,0.3402465829061167
9,7,partner,0.3402465829061167
7,730,friend,0.9097537340582698
730,7,friend,0.9097537340582698
7,813,neighbor,0.038992372416083665
813,7,client,0.038992372416083665
7,938,partner,0.22663575715947393
938,7,partner,0.22663575715947393
7,170,acquaintance,0.012148102717732034
170,7,client,0.012148102717732034
7,709,acquaintance,0.041560341594011785
709,7,neighbor,0.041560341594011785
7,222,friend,0.5792720657707509
222,7,friend,0.5792720657707509
7,699,friend,0.5100791676666949
699,7,friend,0.5100791676666949
7,846,friend,0.8019097516232618
846,7,friend,0.8019097516232618
7,890,mother,0.9
890,7,child,0.9
7,646,partner,0.15126638961978994
646,7,partner,0.15126638961978994
7,303,mother,0.9
303,7,child,0.9
7,338,friend,0.5274092961188432
338,7,friend,0.5274092961188432
7,555,friend,0.7235374180686049
555,7,friend,0.7235374180686049
8,17,acquaintance,0.3902555246308457
17,8,partner,0.3902555246308457
8,43,acquaintance,0.02301492536136157
43,8,partner,0.02301492536136157
8,534,child,0.9
534,8,parent,0.9
8,211,neighbor,0.4627023425764367
211,8,neighbor,0.4627023425764367
8,708,colleague,0.6
708,8,colleague,0.6
8,73,client,0.011999639057289957
73,8,acquaintance,0.011999639057289957
8,276,child,0.9
276,8,parent,0.9
8,274,friend,0.5342039300641276
274,8,friend,0.5342039300641276
8,749,colleague,0.6
749,8,colleague,0.6
8,88,client,0.4919929567971303
88,8,acquaintance,0.4919929567971303
8,303,neighbor,0.29387228731762366
303,8,neighbor,0.29387228731762366
8,114,acquaintance,0.014548919181938902
114,8,client,0.014548919181938902
8,419,child,0.9
419,8,parent,0.9
8,128,friend,0.767148888449823
128,8,friend,0.767148888449823
9,14,friend,0.7537460404453358
14,9,friend,0.7537460404453358
9,17,friend,0.9387031277157497
17,9,friend,0.9387031277157497
9,126,acquaintance,0.1881798287963039
126,9,client,0.1881798287963039
9,757,acquaintance,0.030395568623464153
757,9,neighbor,0.030395568623464153
9,243,child,0.9
243,9,parent,0.9
9,401,friend,0.8561370433964319
401,9,friend,0.8561370433964319
9,676,colleague,0.6
676,9,colleague,0.6
9,856,acquaintance,0.16253432747468533
856,9,acquaintance,0.16253432747468533
9,191,partner,0.49512410567109244
191,9,acquaintance,0.49512410567109244
9,84,child,0.9
84,9,parent,0.9
9,609,acquaintance,0.07651228999322396
609,9,acquaintance,0.07651228999322396
9,829,friend,0.8230004890918765
829,9,friend,0.8230004890918765
9,865,friend,0.5122258649363818
865,9,friend,0.5122258649363818
9,297,friend,0.619768964570555
297,9,friend,0.619768964570555
9,408,friend,0.6656071177783345
408,9,friend,0.6656071177783345
9,226,client,0.16113798854185563
226,9,client,0.16113798854185563
9,716,friend,0.6260745942383914
716,9,friend,0.6260745942383914
9,184,partner,0.3965820522314564
184,9,partner,0.3965820522314564
9,849,friend,0.709634841644434
849,9,friend,0.709634841644434
10,678,friend,0.9635328205964709
678,10,friend,0.9635328205964709
10,697,friend,0.798531006670973
697,10,friend,0.798531006670973
10,273,friend,0.7680395781044661
273,10,friend,0.7680395781044661
10,309,acquaintance,0.21853046459881548
309,10,neighbor,0.21853046459881548
10,973,friend,0.8530077964777895
973,10,friend,0.8530077964777895
10,592,friend,0.6160459315226865
592,10,friend,0.6160459315226865
10,933,neighbor,0.42696624223040935
933,10,partner,0.42696624223040935
10,269,father,0.9
269,10,child,0.9
10,689,friend,0.7703966100655015
689,10,friend,0.7703966100655015
10,745,friend,0.6393031928448829
745,10,friend,0.6393031928448829
10,690,colleague,0.6
690,10,colleague,0.6
10,988,partner,0.02115796072777698
988,10,client,0.02115796072777698
10,668,friend,0.6096950050502496
668,10,friend,0.6096950050502496
10,418,colleague,0.6
418,10,colleague,0.6
10,497,friend,0.5253810272185448
497,10,friend,0.5253810272185448
11,13,partner,0.47440678716716916
13,11,client,0.47440678716716916
11,19,friend,0.625207562298086
19,11,friend,0.625207562298086
11,695,neighbor,0.4768764679745194
695,11,neighbor,0.4768764679745194
11,492,partner,0.0332896425801974
492,11,client,0.0332896425801974
11,534,client,0.04576032102227384
534,11,acquaintance,0.04576032102227384
11,762,neighbor,0.4364997644837642
762,11,client,0.4364997644837642
11,232,client,0.28356453371346635
232,11,neighbor,0.28356453371346635
11,754,friend,0.5998039345209512
754,11,friend,0.5998039345209512
11,927,friend,0.6345059550631793
927,11,friend,0.6345059550631793
11,368,neighbor,0.12430310683228674
368,11,partner,0.12430310683228674
11,867,child,0.9
867,11,parent,0.9
11,635,client,0.1999327061513263
635,11,client,0.1999327061513263
11,701,acquaintance,0.17023627629259597
701,11,acquaintance,0.17023627629259597
11,793,colleague,0.6
793,11,colleague,0.6
11,157,friend,0.8120304146052897
157,11,friend,0.8120304146052897
11,404,acquaintance,0.13818894598828146
404,11,neighbor,0.13818894598828146
11,527,client,0.04094252765223244
527,11,neighbor,0.04094252765223244
11,854,partner,0.4976577743817615
854,11,partner,0.4976577743817615
12,778,client,0.033130643850644625
778,12,client,0.033130643850644625
12,88,friend,0.8445226901626834
88,12,friend,0.8445226901626834
12,222,partner,0.16930016058512182
222,12,client,0.16930016058512182
12,229,client,0.086022166048488
229,12,partner,0.086022166048488
12,883,friend,0.8302221573314957
883,12,friend,0.8302221573314957
12,888,parent,0.9
888,12,child,0.9
12,492,neighbor,0.3381894771328937
492,12,client,0.3381894771328937
12,474,client,0.3941092953872717
474,12,acquaintance,0.3941092953872717
12,829,partner,0.3864454218536025
829,12,partner,0.3864454218536025
12,932,father,0.9
932,12,child,0.9
12,995,friend,0.9062899444036727
995,12,friend,0.9062899444036727
12,688,parent,0.9
688,12,child,0.9
12,301,parent,0.9
301,12,child,0.9
12,850,friend,0.9267193526166749
850,12,friend,0.9267193526166749
12,449,acquaintance,0.4000382692792646
449,12,neighbor,0.4000382692792646
12,161,friend,0.9031671804376414
161,12,friend,0.9031671804376414
13,16,child,0.9
16,13,parent,0.9
13,402,friend,0.9529512621572809
402,13,friend,0.9529512621572809
13,692,friend,0.9513596606118967
692,13,friend,0.9513596606118967
13,942,acquaintance,0.25733044521214776
942,13,partner,0.25733044521214776
13,242,friend,0.9113195472404922
242,13,friend,0.9113195472404922
13,196,friend,0.9302910607576731
196,13,friend,0.9302910607576731
13,810,neighbor,0.16653090533226556
810,13,partner,0.16653090533226556
13,903,child,0.9
903,13,parent,0.9
13,921,partner,0.1640325992889472
921,13,neighbor,0.1640325992889472
13,224,child,0.9
224,13,parent,0.9
13,333,child,0.9
333,13,parent,0.9
13,471,friend,0.5745926675546267
471,13,friend,0.5745926675546267
13,719,friend,0.9164610603516108
719,13,friend,0.9164610603516108
13,154,child,0.9
154,13,parent,0.9
13,286,child,0.9
286,13,parent,0.9
13,610,friend,0.9741768076372094
610,13,friend,0.9741768076372094
14,16,colleague,0.6
16,14,colleague,0.6
14,828,friend,0.547036378797753
828,14,friend,0.547036378797753
14,138,neighbor,0.10466734671532779
138,14,acquaintance,0.10466734671532779
14,203,friend,0.5491853518133953
203,14,friend,0.5491853518133953
14,293,child,0.9
293,14,parent,0.9
14,890,client,0.0295980361650372
890,14,acquaintance,0.0295980361650372
14,163,friend,0.8046376651232298
163,14,friend,0.8046376651232298
14,534,child,0.9
534,14,parent,0.9
14,913,colleague,0.6
913,14,colleague,0.6
14,899,friend,0.7395182839856047
899,14,friend,0.7395182839856047
14,941,friend,0.9822646598391426
941,14,friend,0.9822646598391426
14,758,child,0.9
758,14,parent,0.9
14,639,partner,0.45191489990531514
639,14,partner,0.45191489990531514
15,27,parent,0.9
27,15,child,0.9
15,853,father,0.9
853,15,child,0.9
15,766,father,0.9
766,15,child,0.9
15,285,partner,0.4046652002154687
285,15,acquaintance,0.4046652002154687
15,82,father,0.9
82,15,child,0.9
15,599,colleague,0.6
599,15,colleague,0.6
15,202,parent,0.9
202,15,child,0.9
15,306,parent,0.9
306,15,child,0.9
15,962,father,0.9
962,15,child,0.9
15,799,father,0.9
799,15,child,0.9
15,185,father,0.9
185,15,child,0.9
15,773,father,0.9
773,15,child,0.9
15,688,parent,0.9
688,15,child,0.9
15,488,neighbor,0.4694896799698207
488,15,partner,0.4694896799698207
15,116,father,0.9
116,15,child,0.9
15,479,friend,0.9225020722276539
479,15,friend,0.9225020722276539
16,164,friend,0.7856367472165378
164,16,friend,0.7856367472165378
16,934,friend,0.6186451376089401
934,16,friend,0.6186451376089401
16,739,father,0.9
739,16,child,0.9
16,329,friend,0.5727547687702916
329,16,friend,0.5727547687702916
16,975,neighbor,0.3781075042071
975,16,acquaintance,0.3781075042071
16,84,neighbor,0.08342166663567735
84,16,client,0.08342166663567735
16,405,colleague,0.6
405,16,colleague,0.6
16,637,neighbor,0.3831366426150878
637,16,acquaintance,0.3831366426150878
16,365,colleague,0.6
365,16,colleague,0.6
16,807,partner,0.029170721473790517
807,16,neighbor,0.029170721473790517
16,657,partner,0.21464844061203148
657,16,client,0.21464844061203148
16,885,colleague,0.6
885,16,colleague,0.6
16,101,friend,0.747652972480713
